Description,Revenue,Revenue_Percentage,Cumulative_Percentage,ABC_Category
PAINTED METAL PEARS ASSORTED,7491.4,0.0008406511012606183,0.535515089437925,A - High Value
60 CAKE CASES VINTAGE CHRISTMAS,7417.85,0.0008323976521726349,0.5363474870900977,A - High Value
SMALL GLASS HEART TRINKET POT,7412.56,0.0008318040322450288,0.5371792911223428,A - High Value
PLASTERS IN TIN VINTAGE PAISLEY ,7346.69,0.0008244123980992033,0.5380037035204419,A - High Value
OPEN CLOSED METAL SIGN,7311.360000000001,0.0008204478249343026,0.5388241513453762,A - High Value
WOODLAND CHARLOTTE BAG,7277.24,0.0008166190325089865,0.5396407703778852,A - High Value
PACK OF 12 LONDON TISSUES ,7266.71,0.0008154374034281373,0.5404562077813133,A - High Value
WOODEN BOX OF DOMINOES,7215.95,0.0008097413452948125,0.5412659491266081,A - High Value
 SET 2 TEA TOWELS I LOVE LONDON ,7208.95,0.0008089558368839915,0.5420749049634921,A - High Value
CHOCOLATE THIS WAY METAL SIGN,7208.52,0.0008089075842244697,0.5428838125477166,A - High Value
SILVER HANGING T-LIGHT HOLDER,7193.249999999999,0.0008071940537340072,0.5436910066014505,A - High Value
SET OF 4 KNICK KNACK TINS LONDON ,7170.6,0.0008046523729475652,0.5444956589743981,A - High Value
FELTCRAFT PRINCESS LOLA DOLL,7166.94,0.0008042416642641929,0.5452999006386623,A - High Value
PACK OF 6 BIRDY GIFT TAGS,7149.7,0.0008023070692638281,0.5461022077079262,A - High Value
CHARLOTTE BAG SUKI DESIGN,7138.65,0.0008010670881296036,0.5469032747960558,A - High Value
SET OF 4 KNICK KNACK TINS DOILEY ,7136.85,0.0008008651002525354,0.5477041398963084,A - High Value
CHRISTMAS CRAFT LITTLE FRIENDS,7128.1,0.0007998832147390092,0.5485040231110474,A - High Value
CREAM CUPID HEARTS COAT HANGER,7125.38,0.0007995779886136615,0.549303601099661,A - High Value
ZINC METAL HEART DECORATION,7108.68,0.0007977039899764172,0.5501013050896375,A - High Value
SWEETHEART RECIPE BOOK STAND,7084.650000000001,0.000795007451817556,0.5508963125414551,A - High Value
RED SPOTTY BISCUIT TIN,7071.2,0.0007934981535139071,0.551689810694969,A - High Value
 SPACEBOY BABY GIFT SET,7065.499999999999,0.0007928585252365242,0.5524826692202055,A - High Value
FUNKY DIVA PEN,7010.94,0.000786736048251611,0.5532694052684571,A - High Value
36 DOILIES VINTAGE CHRISTMAS,7006.25,0.000786209757616361,0.5540556150260735,A - High Value
RAIN PONCHO RETROSPOT,6964.63,0.0007815393490365939,0.55483715437511,A - High Value
JINGLE BELL HEART ANTIQUE SILVER,6962.04,0.0007812487109245902,0.5556184030860346,A - High Value
TRIPLE PHOTO FRAME CORNICE ,6932.83,0.0007779708965417214,0.5563963739825764,A - High Value
GIANT 50'S CHRISTMAS CRACKER,6926.110000000001,0.0007772168084673334,0.5571735907910437,A - High Value
CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6923.17,0.0007768868949347886,0.5579504776859785,A - High Value
SWEETHEART CERAMIC TRINKET BOX,6875.860000000001,0.0007715779802325113,0.558722055666211,A - High Value
PACK OF 72 SKULL CAKE CASES,6859.31,0.000769720813918356,0.5594917764801294,A - High Value
NATURAL SLATE CHALKBOARD LARGE ,6833.200000000001,0.0007667908675459938,0.5602585673476753,A - High Value
SMALL WHITE HEART OF WICKER,6832.829999999999,0.0007667493478157073,0.561025316695491,A - High Value
HANGING HEART ZINC T-LIGHT HOLDER,6830.589999999999,0.0007664979851242445,0.5617918146806153,A - High Value
GIRAFFE WOODEN RULER,6820.74,0.0007653926625747322,0.56255720734319,A - High Value
SET/2 RED RETROSPOT TEA TOWELS ,6820.01,0.0007653107452690324,0.5633225180884591,A - High Value
VINTAGE CREAM DOG FOOD CONTAINER,6779.35,0.0007607480635570351,0.5640832661520162,A - High Value
WHITE WOOD GARDEN PLANT LADDER,6778.8099999999995,0.0007606874671939145,0.5648439536192101,A - High Value
YOU'RE CONFUSING ME METAL SIGN ,6762.57,0.0007588650876808098,0.565602818706891,A - High Value
RETROSPOT PARTY BAG + STICKER SET,6749.23,0.0007573681330807595,0.5663601868399718,A - High Value
VINTAGE DOILY TRAVEL SEWING KIT,6747.9,0.0007572188864827036,0.5671174057264545,A - High Value
SET 6 PAPER TABLE LANTERN STARS ,6739.63,0.0007562908644030623,0.5678736965908576,A - High Value
RED FLORAL FELTCRAFT SHOULDER BAG,6734.31,0.0007556938780108384,0.5686293904688685,A - High Value
SET OF 3 BUTTERFLY COOKIE CUTTERS,6718.9,0.0007539646373521595,0.5693833551062206,A - High Value
LUNCH BOX WITH CUTLERY RETROSPOT ,6717.79,0.0007538400781613008,0.5701371951843819,A - High Value
DOORMAT 3 SMILEY CATS,6715.25,0.00075355505082366,0.5708907502352055,A - High Value
HOME SWEET HOME MUG,6708.11,0.0007527538322446226,0.5716435040674501,A - High Value
CARRIAGE,6686.0,0.0007502727478213009,0.5723937768152714,A - High Value
CHILDS BREAKFAST SET SPACEBOY ,6681.849999999999,0.0007498070535491713,0.5731435838688206,A - High Value
SET 40 HEART SHAPE PETIT FOUR CASES,6677.0,0.0007492628084359597,0.5738928466772566,A - High Value
HEART FILIGREE DOVE  SMALL,6671.07,0.000748597370596507,0.5746414440478531,A - High Value
DOORMAT UNION JACK GUNS AND ROSES,6635.61,0.0007446182094182624,0.5753860622572714,A - High Value
ROUND CAKE TIN VINTAGE RED,6600.7300000000005,0.0007407041332226288,0.576126766390494,A - High Value
MINT KITCHEN SCALES,6599.79,0.0007405986506646042,0.5768673650411585,A - High Value
CHILDRENS CUTLERY POLKADOT GREEN ,6599.06,0.0007405167333589043,0.5776078817745175,A - High Value
ROSE COTTAGE KEEPSAKE BOX ,6574.95,0.0007378112179610623,0.5783456929924785,A - High Value
ALARM CLOCK BAKELIKE CHOCOLATE,6574.26,0.0007377337892748528,0.5790834267817534,A - High Value
CHILDRENS APRON SPACEBOY DESIGN,6572.49,0.0007375351678624024,0.5798209619496159,A - High Value
DOLLY GIRL BABY GIFT SET,6567.95,0.0007370257095502412,0.5805579876591661,A - High Value
CHILDRENS CUTLERY DOLLY GIRL ,6554.6,0.0007355276327953185,0.5812935152919614,A - High Value
SET OF 20 VINTAGE CHRISTMAS NAPKINS,6530.259999999999,0.0007327963078354065,0.5820263115997968,A - High Value
PLASTERS IN TIN SKULLS,6505.799999999999,0.0007300515170170235,0.5827563631168138,A - High Value
SET OF 12 FAIRY CAKE BAKING CASES,6469.45,0.0007259724840551175,0.5834823356008689,A - High Value
VICTORIAN SEWING BOX SMALL ,6432.110000000001,0.0007217823577608238,0.5842041179586297,A - High Value
LARGE ZINC HEART WALL ORGANISER,6414.48,0.0007198039987204275,0.5849239219573501,A - High Value
BEWARE OF THE CAT METAL SIGN ,6405.3099999999995,0.000718774982702252,0.5856426969400523,A - High Value
PICTURE FRAME WOOD TRIPLE PORTRAIT,6378.150000000001,0.0007157272100682667,0.5863584241501206,A - High Value
BLACK/BLUE POLKADOT UMBRELLA,6367.9400000000005,0.0007145814899433406,0.5870730056400639,A - High Value
SET/10 PINK POLKADOT PARTY CANDLES,6353.58,0.0007129700755462849,0.5877859757156102,A - High Value
PIGGY BANK RETROSPOT ,6308.57,0.000707919256464706,0.5884938949720749,A - High Value
MEMO BOARD COTTAGE DESIGN,6306.1900000000005,0.0007076521836050269,0.58920154715568,A - High Value
BLUE STRIPE CERAMIC DRAWER KNOB,6284.25,0.0007051901758145394,0.5899067373314945,A - High Value
72 SWEETHEART FAIRY CAKE CASES,6274.900000000001,0.0007041409610086571,0.5906108782925031,A - High Value
METAL 4 HOOK HANGER FRENCH CHATEAU,6273.29,0.0007039602940741682,0.5913148385865773,A - High Value
RETROSPOT LARGE MILK JUG,6267.150000000001,0.0007032712909823911,0.5920181098775597,A - High Value
LANDMARK FRAME CAMDEN TOWN ,6257.35,0.0007021715792072417,0.5927202814567669,A - High Value
TOY TIDY PINK POLKADOT,6229.58,0.0006990553551260275,0.593419336811893,A - High Value
RED STRIPE CERAMIC DRAWER KNOB,6224.03,0.0006984325591717337,0.5941177693710646,A - High Value
LOVE SEAT ANTIQUE WHITE METAL,6210.0,0.0006968581758854739,0.5948146275469501,A - High Value
3 DRAWER ANTIQUE WHITE WOOD CABINET,6195.73,0.0006952568608822717,0.5955098844078324,A - High Value
BOX OF 6 CHRISTMAS CAKE DECORATIONS,6155.04,0.0006906908127056566,0.596200575220538,A - High Value
SAVE THE PLANET MUG,6151.78,0.0006903249902171885,0.5968909002107552,A - High Value
HAND WARMER BABUSHKA DESIGN,6149.33,0.0006900500622734012,0.5975809502730286,A - High Value
VINTAGE DONKEY TAIL GAME ,6146.89,0.0006897762564844864,0.5982707265295131,A - High Value
MINI LIGHTS WOODLAND MUSHROOMS,6126.09,0.0006874421743494755,0.5989581687038625,A - High Value
COFFEE MUG APPLES DESIGN,6124.15,0.0006872244763041908,0.5996453931801667,A - High Value
CIRCUS PARADE LUNCH BOX ,6122.629999999999,0.0006870539087635554,0.6003324470889303,A - High Value
LARGE CIRCULAR MIRROR MOBILE,6107.049999999999,0.0006853055914720423,0.6010177526804024,A - High Value
WALL ART CLASSIC PUDDINGS ,6093.49,0.000683783949464795,0.6017015366298671,A - High Value
AGED GLASS SILVER T-LIGHT HOLDER,6083.200000000001,0.0006826292521008882,0.6023841658819681,A - High Value
JINGLE BELL HEART DECORATION,6069.15,0.000681052624504883,0.603065218506473,A - High Value
CHILDS BREAKFAST SET DOLLY GIRL ,6063.0,0.0006803624992582333,0.6037455810057312,A - High Value
TEA TIME TEA TOWELS ,6045.0,0.0006783426204875507,0.6044239236262188,A - High Value
JUMBO BAG DOLLY GIRL DESIGN,6008.41,0.0006742366558087022,0.6050981602820275,A - High Value
SET OF 60 PANTRY DESIGN CAKE CASES ,5982.09,0.0006712831441840153,0.6057694434262114,A - High Value
BROCADE RING PURSE ,5980.05,0.0006710542245900046,0.6064404976508014,A - High Value
DELUXE SEWING KIT ,5974.62,0.000670444894494182,0.6071109425452956,A - High Value
CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,5968.9800000000005,0.0006698119991460349,0.6077807545444417,A - High Value
4 TRADITIONAL SPINNING TOPS,5960.08,0.0006688132813094195,0.6084495678257511,A - High Value
DOORSTOP RETROSPOT HEART,5938.21,0.0006663591286030403,0.6091159269543541,A - High Value
PACK OF 60 DINOSAUR CAKE CASES,5934.68,0.000665963007933012,0.6097818899622871,A - High Value
PLACE SETTING WHITE HEART,5922.2699999999995,0.0006645704137361136,0.6104464603760232,A - High Value
SET 3 WICKER OVAL BASKETS W LIDS,5922.12,0.0006645535814130246,0.6111110139574363,A - High Value
WOODEN HAPPY BIRTHDAY GARLAND,5910.150000000001,0.0006632103620305208,0.6117742243194668,A - High Value
RED RETROSPOT PEG BAG,5880.049999999999,0.0006598326758639904,0.6124340569953308,A - High Value
SET 2 TEA TOWELS I LOVE LONDON ,5859.25,0.0006574985937289796,0.6130915555890598,A - High Value
SET OF 2 TEA TOWELS APPLE AND PEARS,5855.24,0.0006570486096250664,0.6137486041986849,A - High Value
CHARLOTTE BAG PINK POLKADOT,5840.64,0.0006554102635110684,0.614404014462196,A - High Value
RED RETROSPOT SMALL MILK JUG,5830.2,0.0006542387338240725,0.61505825319602,A - High Value
PINK FAIRY CAKE CHILDRENS APRON,5823.36,0.0006534711798912131,0.6157117243759113,A - High Value
CHICK GREY HOT WATER BOTTLE,5810.37,0.0006520135007117039,0.616363737876623,A - High Value
PANTRY WASHING UP BRUSH,5795.86,0.0006503852539915592,0.6170141231306145,A - High Value
BISCUIT TIN 50'S CHRISTMAS,5795.2,0.0006503111917699675,0.6176644343223845,A - High Value
REGENCY TEA PLATE PINK,5793.28,0.0006500957380344281,0.6183145300604189,A - High Value
WOODEN OWLS LIGHT GARLAND ,5781.35,0.0006487570072714146,0.6189632870676903,A - High Value
CANDLEHOLDER PINK HANGING HEART,5771.780000000001,0.0006476831050583351,0.6196109701727487,A - High Value
ENGLISH ROSE HOT WATER BOTTLE,5767.91,0.0006472488311226383,0.6202582190038713,A - High Value
BINGO SET,5725.71,0.0006425133375602604,0.6209007323414316,A - High Value
LANTERN CREAM GAZEBO ,5721.42,0.0006420319331199144,0.6215427642745516,A - High Value
BOTANICAL GARDENS WALL CLOCK ,5719.0,0.0006417603716407449,0.6221845246461923,A - High Value
WHITE METAL LANTERN,5713.03,0.0006410904451818018,0.6228256150913741,A - High Value
PANTRY CHOPPING BOARD,5695.86,0.0006391637052655452,0.6234647787966396,A - High Value
SOMBRERO ,5691.5,0.000638674445741091,0.6241034532423807,A - High Value
SET OF 6 TEA TIME BAKING CASES,5687.150000000001,0.0006381863083715094,0.6247416395507522,A - High Value
UNION STRIPE WITH FRINGE  HAMMOCK,5682.09,0.0006376184980059731,0.6253792580487582,A - High Value
SINGLE HEART ZINC T-LIGHT HOLDER,5664.78,0.0006356760479214999,0.6260149340966796,A - High Value
SET OF 2 WOODEN MARKET CRATES,5652.9,0.0006343429279328495,0.6266492770246125,A - High Value
DOORMAT TOPIARY,5644.46,0.0006333958292203739,0.6272826728538329,A - High Value
CHARLOTTE BAG APPLES DESIGN,5632.15,0.0006320144565722016,0.6279146873104051,A - High Value
WHITE SPOT RED CERAMIC DRAWER KNOB,5618.04,0.0006304310960469611,0.6285451184064521,A - High Value
QUEENS GUARD COFFEE MUG,5603.57,0.0006288073379463068,0.6291739257443985,A - High Value
RETROSPOT CHILDRENS APRON,5587.87,0.0006270455547963226,0.6298009712991948,A - High Value
SET OF 72 PINK HEART PAPER DOILIES,5566.679999999999,0.0006246677086212801,0.630425639007816,A - High Value
VINTAGE CHRISTMAS STOCKING ,5564.25,0.0006243950249872381,0.6310500340328032,A - High Value
RED 3 PIECE RETROSPOT CUTLERY SET,5555.13,0.0006233716197434256,0.6316734056525467,A - High Value
VINTAGE CHRISTMAS GIFT SACK,5527.150000000001,0.0006202318304098869,0.6322936374829566,A - High Value
VINTAGE SNAKES & LADDERS,5523.53,0.0006198256103460051,0.6329134630933027,A - High Value
STRAWBERRY CHARLOTTE BAG,5520.95,0.000619536094388874,0.6335329991876916,A - High Value
SET/6 RED SPOTTY PAPER PLATES,5496.53,0.0006167957921899813,0.6341497949798816,A - High Value
3 STRIPEY MICE FELTCRAFT,5478.05,0.000614722049985414,0.6347645170298669,A - High Value
POLKADOT PEN,5475.25,0.0006144078466210855,0.635378924876488,A - High Value
PINK BABY BUNTING,5448.11,0.0006113623182968453,0.6359902871947848,A - High Value
FELTCRAFT PRINCESS OLIVIA DOLL,5446.1,0.0006111367651674525,0.6366014239599522,A - High Value
RUSTIC  SEVENTEEN DRAWER SIDEBOARD,5415.0,0.000607646863513662,0.6372090708234659,A - High Value
PARISIENNE JEWELLERY DRAWER ,5399.02,0.000605853660027245,0.6378149244834932,A - High Value
SMALL ZINC HEART WALL ORGANISER,5378.8,0.000603584662874845,0.638418509146368,A - High Value
PHOTO FRAME 3 CLASSIC HANGING,5377.45,0.0006034331719670438,0.6390219423183351,A - High Value
CLASSIC GLASS COOKIE JAR,5358.5,0.000601306688483464,0.6396232490068186,A - High Value
WALL ART BIG LOVE ,5340.21,0.0005992542672214761,0.6402225032740401,A - High Value
WOODEN ADVENT CALENDAR CREAM,5340.0,0.0005992307019691515,0.6408217339760092,A - High Value
LUNCH BAG PAISLEY PARK  ,5267.75,0.0005911231330146063,0.6414128571090237,A - High Value
DOG BOWL CHASING BALL DESIGN,5227.929999999999,0.0005866547123119074,0.6419995118213356,A - High Value
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5225.219999999999,0.0005863506083414325,0.6425858624296771,A - High Value
10 COLOUR SPACEBOY PEN,5209.17,0.0005845495497709073,0.643170411979448,A - High Value
LARGE IVORY HEART WALL ORGANISER,5142.91,0.0005771141515850504,0.643747526131033,A - High Value
SET OF 5 LUCKY CAT MAGNETS ,5121.4800000000005,0.0005747093736930656,0.6443222355047261,A - High Value
RED RETROSPOT SHOPPER BAG,5115.31,0.0005740170041366705,0.6448962525088627,A - High Value
CERAMIC CAKE STAND + HANGING CAKES,5084.78,0.0005705910653106183,0.6454668435741734,A - High Value
CALENDAR PAPER CUT DESIGN,5072.64,0.0005692287692952803,0.6460360723434687,A - High Value
SMALL IVORY HEART WALL ORGANISER,5069.58,0.0005688853899042642,0.646604957733373,A - High Value
SET OF 6 NATIVITY MAGNETS ,5058.59,0.0005676521416992753,0.6471726098750723,A - High Value
WOODEN ADVENT CALENDAR RED,5047.6,0.0005664188934942864,0.6477390287685666,A - High Value
RED RETROSPOT BOWL,5046.9800000000005,0.0005663493198921851,0.6483053780884588,A - High Value
RED SPOT CERAMIC DRAWER KNOB,5042.4,0.0005658353729605335,0.6488712134614193,A - High Value
TREASURE ISLAND BOOK BOX,5036.55,0.0005651789123600618,0.6494363923737794,A - High Value
3 PIECE SPACEBOY COOKIE CUTTER SET,5034.64,0.000564964580779395,0.6500013569545587,A - High Value
BOX OF VINTAGE JIGSAW BLOCKS ,5031.570000000001,0.0005646200792335064,0.6505659770337923,A - High Value
BLUE SPOT CERAMIC DRAWER KNOB,5028.5199999999995,0.0005642778219973628,0.6511302548557897,A - High Value
CHRISTMAS CRAFT TREE TOP ANGEL,5025.580000000001,0.0005639479084648181,0.6516942027642545,A - High Value
LIGHT GARLAND BUTTERFILES PINK,5018.84,0.0005631915760806847,0.6522573943403351,A - High Value
VICTORIAN SEWING BOX LARGE,5014.23,0.0005626742626844154,0.6528200686030196,A - High Value
PINK 3 PIECE POLKADOT CUTLERY SET,5010.400000000001,0.0005622444773682091,0.6533823130803877,A - High Value
FULL ENGLISH BREAKFAST PLATE,4993.05,0.0005602975386642457,0.653942610619052,A - High Value
HEART IVORY TRELLIS LARGE,4988.829999999999,0.0005598239893080078,0.65450243460836,A - High Value
SET OF 4 JAM JAR MAGNETS,4986.49,0.0005595614050678191,0.6550619960134278,A - High Value
PACK OF 6 PANNETONE GIFT BOXES,4982.68,0.000559133864061358,0.6556211298774892,A - High Value
RED RETROSPOT MUG,4972.1,0.0005579466242061458,0.6561790765016954,A - High Value
PACK OF 20 NAPKINS PANTRY DESIGN,4966.32,0.000557298018689782,0.6567363745203851,A - High Value
WHITE SPOT BLUE CERAMIC DRAWER KNOB,4960.5,0.0005566449245539281,0.657293019444939,A - High Value
COFFEE MUG PEARS  DESIGN,4959.85,0.000556571984487209,0.6578495914294262,A - High Value
3 TIER CAKE TIN GREEN AND CREAM,4954.5599999999995,0.0005559783645596028,0.6584055697939858,A - High Value
ENAMEL MEASURING JUG CREAM,4954.29,0.0005559480663780426,0.6589615178603638,A - High Value
LANDMARK FRAME COVENT GARDEN ,4949.55,0.0005554161649684295,0.6595169340253323,A - High Value
BUBBLEGUM RING ASSORTED,4894.83,0.0005492757335055547,0.6600662097588379,A - High Value
DOORMAT AIRMAIL ,4887.82,0.000548489102939861,0.6606146988617777,A - High Value
SET 3 PAPER VINTAGE CHICK PAPER EGG,4881.150000000001,0.000547740625639836,0.6611624394874175,A - High Value
DOORMAT RESPECTABLE HOUSE,4873.44,0.0005468754442330602,0.6617093149316505,A - High Value
"ASSORTED FLOWER COLOUR ""LEIS""",4871.45,0.0005466521354134126,0.6622559670670639,A - High Value
WALL ART KEEP CALM ,4861.75,0.0005455636451869892,0.6628015307122509,A - High Value
RED RETROSPOT PLATE ,4860.98,0.0005454772392617988,0.6633470079515127,A - High Value
WELCOME  WOODEN BLOCK LETTERS,4856.5199999999995,0.0005449767581886186,0.6638919847097013,A - High Value
HOME SWEET HOME METAL SIGN ,4850.620000000001,0.000544314686813784,0.6644362993965152,A - High Value
PACK OF SIX LED TEA LIGHTS,4849.01,0.000544134019879295,0.6649804334163945,A - High Value
SET OF 3 WOODEN HEART DECORATIONS,4829.08,0.0005418975652182004,0.6655223309816126,A - High Value
GINGHAM HEART DECORATION,4828.38,0.0005418190143771183,0.6660641499959897,A - High Value
FELTCRAFT GIRL AMELIE KIT,4824.13,0.0005413420985562628,0.666605492094546,A - High Value
HANGING METAL HEART LANTERN,4823.499999999999,0.0005412714027992887,0.6671467634973453,A - High Value
SET/10 BLUE POLKADOT PARTY CANDLES,4798.34,0.0005384480611398236,0.667685211558485,A - High Value
REGENCY TEA STRAINER,4789.24,0.0005374269002057563,0.6682226384586908,A - High Value
ADVENT CALENDAR GINGHAM SACK,4787.68,0.0005372518440456306,0.6687598903027364,A - High Value
LANDMARK FRAME NOTTING HILL ,4768.15,0.00053506027557944,0.6692949505783159,A - High Value
I'M ON HOLIDAY METAL SIGN,4761.55,0.0005343196533635231,0.6698292702316794,A - High Value
CERAMIC STRAWBERRY CAKE MONEY BANK,4756.91,0.0005337989735026361,0.670363069205182,A - High Value
